"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Scyl11",6.36807930430226e-18,0.247623145102918,0.059,0.04,1.39059747768048e-13,"A_3m","Scyl1"
"Nup371",6.84395282597255e-18,0.574754713516776,0.03,0.017,1.49451397860763e-13,"A_3m","Nup37"
"Klc41",7.07738147763185e-18,0.257593077499554,0.036,0.021,1.54548779327047e-13,"A_3m","Klc4"
"Arid1a1",7.16686697083095e-18,0.14379542967622,0.117,0.089,1.56502874042035e-13,"A_3m","Arid1a"
"Yars21",7.44323269656717e-18,0.397843591472444,0.032,0.018,1.62537872394937e-13,"A_3m","Yars2"
"Gm119921",7.51405869778208e-18,0.319568010988583,0.015,0.007,1.64084499783467e-13,"A_3m","Gm11992"
"Rinl1",7.54381832684751e-18,0.693316414174725,0.024,0.013,1.64734360803369e-13,"A_3m","Rinl"
"Slc5a5",8.01989485202369e-18,1.11201566873823,0.013,0.005,1.75130443883641e-13,"A_3m","Slc5a5"
"Acacb1",8.03641691017292e-18,0.791342703765209,0.016,0.007,1.75491236067446e-13,"A_3m","Acacb"
"Rars1",8.09402481598346e-18,0.148209935806488,0.063,0.042,1.76749219906631e-13,"A_3m","Rars"
"Mxra81",8.103710740872e-18,0.772425647828698,0.032,0.018,1.76960731448422e-13,"A_3m","Mxra8"
"Nlrp31",8.40210141785691e-18,0.876223563502131,0.024,0.013,1.83476688661741e-13,"A_3m","Nlrp3"
"Pou3f42",8.69778099419975e-18,0.451998360772209,0.037,0.022,1.8993344357034e-13,"A_3m","Pou3f4"
"Cant11",8.82415431455277e-18,0.48293505799573,0.054,0.036,1.92693057766889e-13,"A_3m","Cant1"
"Mccc21",1.01442515198107e-17,0.205355179626239,0.046,0.029,2.21520020438107e-13,"A_3m","Mccc2"
"Fzd71",1.05683568331478e-17,0.594878169994737,0.022,0.011,2.30781208165449e-13,"A_3m","Fzd7"
"Tapbpl1",1.07094343723914e-17,0.874705127593496,0.032,0.018,2.33861918389911e-13,"A_3m","Tapbpl"
"Paqr91",1.10505271375128e-17,0.64974765288135,0.012,0.005,2.41310361101866e-13,"A_3m","Paqr9"
"Fbxo81",1.10742985656196e-17,0.147975431689561,0.073,0.051,2.41829457777436e-13,"A_3m","Fbxo8"
"Gpx71",1.10760172460119e-17,0.436788707546143,0.039,0.023,2.41866988601162e-13,"A_3m","Gpx7"
"Dsg21",1.19211497232421e-17,0.283622563499462,0.012,0.005,2.60322146506437e-13,"A_3m","Dsg2"
"Zc4h21",1.2706681609849e-17,0.486574151800528,0.029,0.016,2.77475806314274e-13,"A_3m","Zc4h2"
"Ptprb2",1.27449531435204e-17,0.102546622930669,0.066,0.044,2.78311541795055e-13,"A_3m","Ptprb"
"Ccdc1301",1.27543645695903e-17,0.536565427276166,0.037,0.022,2.78517059106143e-13,"A_3m","Ccdc130"
"Camk2d3",1.29819830492602e-17,0.513480704390335,0.073,0.051,2.83487563846695e-13,"A_3m","Camk2d"
"Btbd191",1.35488874780143e-17,1.17431268890939,0.017,0.008,2.95867055857397e-13,"A_3m","Btbd19"
"Syne21",1.3552203777311e-17,0.300956043955122,0.04,0.024,2.95939473885139e-13,"A_3m","Syne2"
"Xrcc6bp11",1.37393469216476e-17,0.292067772153575,0.014,0.006,3.00026118728019e-13,"A_3m","Xrcc6bp1"
"Gga11",1.42446955463001e-17,0.233640726454895,0.059,0.039,3.11061416644556e-13,"A_3m","Gga1"
"Zscan211",1.43290864672164e-17,0.577776549133136,0.034,0.02,3.12904261184604e-13,"A_3m","Zscan21"
"Gtf2e11",1.45247690982041e-17,0.562944657739186,0.025,0.014,3.17177382797483e-13,"A_3m","Gtf2e1"
"Abhd131",1.47709519083564e-17,0.669818078436801,0.033,0.019,3.22553276822779e-13,"A_3m","Abhd13"
"Pbx13",1.49075380354926e-17,0.247450943833825,0.111,0.083,3.25535908081052e-13,"A_3m","Pbx1"
"Rnf411",1.54596134534298e-17,0.391089539712932,0.045,0.028,3.37591578982546e-13,"A_3m","Rnf41"
"Sephs12",1.5925037782978e-17,0.353747418502008,0.038,0.023,3.4775505006689e-13,"A_3m","Sephs1"
"Tbl31",1.66127387232553e-17,0.45640624179257,0.036,0.021,3.62772375499726e-13,"A_3m","Tbl3"
"Camkk21",1.71250083240907e-17,0.734487659260906,0.03,0.017,3.73958806773169e-13,"A_3m","Camkk2"
"Aurka1",1.72465388296893e-17,0.787735844898201,0.012,0.005,3.76612668423926e-13,"A_3m","Aurka"
"Ehbp1l11",1.72822904992351e-17,0.757206280422274,0.032,0.019,3.77393377631798e-13,"A_3m","Ehbp1l1"
"Trip41",1.76116293069913e-17,0.279903842667784,0.054,0.035,3.84585149176768e-13,"A_3m","Trip4"
"Hif1a1",1.81901284691859e-17,0.167248144212643,0.101,0.075,3.97217835381612e-13,"A_3m","Hif1a"
"Gm170662",1.82756175898786e-17,0.455320078165671,0.03,0.017,3.99084661310178e-13,"A_3m","Gm17066"
"Map3k13",1.87586205013685e-17,0.791168336867811,0.045,0.029,4.09631995888384e-13,"A_3m","Map3k1"
"Ssh31",1.87969435937056e-17,1.02924444040578,0.014,0.006,4.1046885725575e-13,"A_3m","Ssh3"
"Tpx21",1.93608322269725e-17,0.887952300632472,0.015,0.007,4.22782493340399e-13,"A_3m","Tpx2"
"Errfi11",2.10099057409313e-17,0.456040754655612,0.045,0.029,4.58793311664717e-13,"A_3m","Errfi1"
"Mt22",2.10899897472275e-17,0.348796377975865,0.318,0.268,4.60542106110207e-13,"A_3m","Mt2"
"Rnps11",2.29809440935381e-17,0.166070628153784,0.094,0.069,5.01834876170592e-13,"A_3m","Rnps1"
"Mpi1",2.30075812407956e-17,0.426349240874771,0.04,0.024,5.02416551555254e-13,"A_3m","Mpi"
"Mcm22",2.31259983121966e-17,0.567980231245734,0.02,0.01,5.05002425143437e-13,"A_3m","Mcm2"
"5930430L01Rik2",2.38470219450675e-17,0.863380336067749,0.036,0.021,5.20747418214438e-13,"A_3m","5930430L01Rik"
"Syt91",2.51192726297165e-17,0.405997225046653,0.012,0.005,5.48529556415119e-13,"A_3m","Syt9"
"Srprb2",2.64007027287236e-17,0.132912248770494,0.073,0.051,5.76512145487138e-13,"A_3m","Srprb"
"Tnfaip31",2.84165317180334e-17,0.890280242733119,0.027,0.015,6.20531803126696e-13,"A_3m","Tnfaip3"
"Ecm11",2.90760110819374e-17,1.02911917145923,0.03,0.017,6.34932853996268e-13,"A_3m","Ecm1"
"Golt1b2",2.92650384725626e-17,0.151881208963254,0.053,0.035,6.39060645125349e-13,"A_3m","Golt1b"
"Ppp1r81",2.93092969723167e-17,0.389821858752902,0.041,0.025,6.40027117984480e-13,"A_3m","Ppp1r8"
"Pofut21",3.00975223664149e-17,0.154631552578646,0.069,0.048,6.57239595915403e-13,"A_3m","Pofut2"
"Utp181",3.02680930418911e-17,0.142674970890186,0.051,0.033,6.60964347755777e-13,"A_3m","Utp18"
"F13a11",3.03175929828947e-17,1.28590175888077,0.012,0.005,6.62045277967471e-13,"A_3m","F13a1"
"Tox41",3.07323893292541e-17,0.44980594520729,0.077,0.055,6.71103185782922e-13,"A_3m","Tox4"
"Csnk1d1",3.09507098852358e-17,0.263391308590067,0.076,0.054,6.75870651763894e-13,"A_3m","Csnk1d"
"Dock62",3.10766329028596e-17,0.595173346626491,0.031,0.018,6.78620432699746e-13,"A_3m","Dock6"
"Taf1a1",3.11694762732869e-17,0.752877627537109,0.02,0.01,6.80647853379766e-13,"A_3m","Taf1a"
"Kbtbd71",3.12403185803005e-17,0.508209056268368,0.026,0.014,6.82194836838021e-13,"A_3m","Kbtbd7"
"2410016O06Rik1",3.23202874853223e-17,0.341244681196083,0.018,0.009,7.05778117816983e-13,"A_3m","2410016O06Rik"
"Atpaf21",3.235301138539e-17,0.533764325555955,0.03,0.017,7.06492709622761e-13,"A_3m","Atpaf2"
"Flywch22",3.30827848209071e-17,0.113375508762415,0.026,0.014,7.22428772134148e-13,"A_3m","Flywch2"
"Gtf3c21",3.32652467495706e-17,0.326540448577324,0.074,0.052,7.26413193270373e-13,"A_3m","Gtf3c2"
"Lmo71",3.34684613755099e-17,1.05966068049059,0.021,0.011,7.30850791057009e-13,"A_3m","Lmo7"
"Sgf292",3.37023912769325e-17,0.240933823947862,0.048,0.031,7.35959118314375e-13,"A_3m","Sgf29"
"Rab11fip5",3.48778264757618e-17,0.759732869256852,0.024,0.013,7.6162709675121e-13,"A_3m","Rab11fip5"
"Ncf11",3.53641776559408e-17,0.315342042635949,0.055,0.036,7.72247547472779e-13,"A_3m","Ncf1"
"Afg3l21",3.64582246248028e-17,0.467528782541114,0.043,0.027,7.9613825113182e-13,"A_3m","Afg3l2"
"Ankrd453",3.80973355466581e-17,0.271039621871033,0.015,0.007,8.31931516332373e-13,"A_3m","Ankrd45"
"C030039L03Rik1",3.83988757485848e-17,0.221912401116236,0.013,0.006,8.38516249721847e-13,"A_3m","C030039L03Rik"
"Thap13",3.84366207972313e-17,0.54093786136871,0.033,0.019,8.3934048834914e-13,"A_3m","Thap1"
"Ddit4l1",4.07662975757244e-17,0.251302489874287,0.034,0.02,8.90213640161095e-13,"A_3m","Ddit4l"
"Smc22",4.13147728819265e-17,0.32696539927676,0.047,0.03,9.02190695422629e-13,"A_3m","Smc2"
"2210404O09Rik",4.13662075931245e-17,0.236648943290994,0.01,0.004,9.03313875211059e-13,"A_3m","2210404O09Rik"
"Pde5a1",4.13913218951697e-17,0.637750990951226,0.019,0.009,9.03862296224821e-13,"A_3m","Pde5a"
"Rce12",4.17342308097296e-17,0.144361707485567,0.071,0.05,9.11350398192066e-13,"A_3m","Rce1"
"Kdm2b1",4.32693338797223e-17,0.625130047796574,0.047,0.03,9.44872443931496e-13,"A_3m","Kdm2b"
"Acads1",4.33554104531355e-17,0.164000825381446,0.079,0.056,9.46752098065121e-13,"A_3m","Acads"
"Cahm2",4.35964441493655e-17,0.539117083679471,0.022,0.011,9.52015550889695e-13,"A_3m","Cahm"
"Glipr11",4.46724176447102e-17,1.22575988827943,0.015,0.007,9.75511584107537e-13,"A_3m","Glipr1"
"Fam111a1",4.675399580147e-17,0.535721717458715,0.036,0.022,1.0209670063167e-12,"A_3m","Fam111a"
"Nudcd31",4.80999798853992e-17,0.180407063921192,0.115,0.088,1.05035926075746e-12,"A_3m","Nudcd3"
"Cep411",4.85223178933289e-17,0.313667589345678,0.021,0.011,1.05958185583662e-12,"A_3m","Cep41"
"1300002E11Rik2",4.85260383583534e-17,0.111026070369379,0.06,0.041,1.05966309963136e-12,"A_3m","1300002E11Rik"
"Bfar1",5.1048825193928e-17,0.206157774365196,0.083,0.06,1.11475319575981e-12,"A_3m","Bfar"
"N4bp2l11",5.24147099560669e-17,0.571678248822956,0.038,0.023,1.14458002131063e-12,"A_3m","N4bp2l1"
"Hilpda2",5.42785413625765e-17,0.413902057766173,0.037,0.022,1.18528050773458e-12,"A_3m","Hilpda"
"Birc51",5.49739743097289e-17,0.520855303119336,0.019,0.009,1.20046667700155e-12,"A_3m","Birc5"
"Zfp872",5.95193184827028e-17,0.54923549217263,0.032,0.018,1.29972335770678e-12,"A_3m","Zfp87"
"Il151",6.16822978391542e-17,0.663823030391745,0.021,0.01,1.34695633791361e-12,"A_3m","Il15"
"Dmap11",6.25418632910832e-17,0.173037520112466,0.052,0.034,1.36572666868738e-12,"A_3m","Dmap1"
"Gga2",6.56890453913929e-17,0.73425297955598,0.025,0.013,1.43445168421185e-12,"A_3m","Gga2"
"Slc39a16",6.78320466975917e-17,0.185423875841469,0.083,0.06,1.48124840373531e-12,"A_3m","Slc39a1"
"Zfp514",6.98205404889297e-17,0.909366371217506,0.018,0.009,1.52467114265676e-12,"A_3m","Zfp51"
"2610301B20Rik2",7.99540344933908e-17,0.259551297336646,0.045,0.028,1.74595625123218e-12,"A_3m","2610301B20Rik"
"Snhg71",8.23818021056212e-17,0.43839142633747,0.013,0.006,1.79897141258045e-12,"A_3m","Snhg7"
"Dcakd1",8.35043103568358e-17,0.353789977497679,0.048,0.031,1.82348362526222e-12,"A_3m","Dcakd"
"Ecd1",8.57042060000737e-17,0.494492012958054,0.046,0.03,1.87152274642361e-12,"A_3m","Ecd"
"Ackr32",8.59169777583339e-17,0.733410163160179,0.037,0.022,1.87616904330874e-12,"A_3m","Ackr3"
"Tasp11",8.81462613478502e-17,0.150798101763533,0.023,0.012,1.92484990905301e-12,"A_3m","Tasp1"
"Ophn11",9.02098194877696e-17,0.512462129607064,0.065,0.045,1.96991182815442e-12,"A_3m","Ophn1"
"Ebi31",9.37191757744689e-17,0.915858918561336,0.021,0.011,2.04654564138708e-12,"A_3m","Ebi3"
"Bin31",1.11917362851405e-16,0.423503246185634,0.042,0.026,2.44393945258614e-12,"A_3m","Bin3"
"Lilra51",1.12134784826013e-16,1.14684548657277,0.014,0.006,2.44868729624564e-12,"A_3m","Lilra5"
"Sirt41",1.13573404323491e-16,0.550813548886088,0.032,0.019,2.48010243021207e-12,"A_3m","Sirt4"
"Bcor2",1.20541144203166e-16,0.373729426526042,0.04,0.024,2.63225696596455e-12,"A_3m","Bcor"
"C874361",1.22269153342405e-16,0.628167539114166,0.053,0.036,2.6699915015381e-12,"A_3m","C87436"
"Ubxn81",1.23640245184194e-16,0.208221504082452,0.05,0.032,2.69993203408724e-12,"A_3m","Ubxn8"
"Lrrc401",1.29952555110994e-16,0.878771910529395,0.021,0.011,2.83777394595877e-12,"A_3m","Lrrc40"
"Tk22",1.32603576595883e-16,0.296484081983706,0.038,0.023,2.89566430212429e-12,"A_3m","Tk2"
"Med201",1.53475193492337e-16,0.196963330206191,0.044,0.028,3.35143780029216e-12,"A_3m","Med20"
"Batf31",1.54259639268167e-16,0.717021554709643,0.026,0.014,3.36856774269896e-12,"A_3m","Batf3"
"Pnpt1",1.59137148240175e-16,0.426583938235844,0.035,0.021,3.47507790612069e-12,"A_3m","Pnpt1"
"Fen12",1.76108767903104e-16,0.325397143278549,0.036,0.021,3.84568716470009e-12,"A_3m","Fen1"
"Tmem1292",1.80102481649233e-16,0.212618601791281,0.047,0.03,3.93289789177431e-12,"A_3m","Tmem129"
"Stau11",1.81194248882336e-16,0.318402757162699,0.06,0.041,3.95673881284356e-12,"A_3m","Stau1"
"Zfp8302",1.9157651114261e-16,0.243000079725161,0.063,0.044,4.18345627382117e-12,"A_3m","Zfp830"
"Garnl31",1.95492500228875e-16,0.458185668494137,0.028,0.016,4.26896972749795e-12,"A_3m","Garnl3"
"Tfap42",1.98807768911458e-16,0.646243524178213,0.021,0.011,4.34136524971952e-12,"A_3m","Tfap4"
"Dusp21",2.08208918320323e-16,0.96910710974513,0.017,0.008,4.54665814936089e-12,"A_3m","Dusp2"
"Pnpo",2.09738736878766e-16,0.436730378699235,0.027,0.015,4.5800647972216e-12,"A_3m","Pnpo"
"Prune3",2.22631031351421e-16,0.506386717591987,0.014,0.006,4.86159383162097e-12,"A_3m","Prune"
"Mtif31",2.24575729965272e-16,0.414734824642667,0.042,0.027,4.90406021525164e-12,"A_3m","Mtif3"
"Igfbp42",2.2547694035852e-16,0.534673011893589,0.035,0.021,4.92373994660901e-12,"A_3m","Igfbp4"
"Notum1",2.31600103090701e-16,1.06759911657118,0.02,0.011,5.05745145119164e-12,"A_3m","Notum"
"Mecr",2.31915425553638e-16,0.104170119958346,0.043,0.027,5.06433714781478e-12,"A_3m","Mecr"
"Zswim11",2.43395060282208e-16,0.883735046018251,0.022,0.012,5.31501793138257e-12,"A_3m","Zswim1"
"Lhfp3",2.53672774722214e-16,0.384903884917852,0.065,0.045,5.53945238160898e-12,"A_3m","Lhfp"
"Rnf1351",2.67222770565101e-16,0.594255980064859,0.034,0.02,5.83534364083012e-12,"A_3m","Rnf135"
"Ubtd22",2.68861106279016e-16,0.245638180861071,0.019,0.01,5.87111997781486e-12,"A_3m","Ubtd2"
"Tubg12",2.79342539302835e-16,0.109431140452642,0.059,0.04,6.100003030756e-12,"A_3m","Tubg1"
"Slc35f51",2.79565090445001e-16,0.294222878071995,0.041,0.026,6.10486288004749e-12,"A_3m","Slc35f5"
"Deaf12",2.84604325473976e-16,0.158229881977758,0.043,0.027,6.21490465537522e-12,"A_3m","Deaf1"
"Dzip31",2.87605575364396e-16,0.290626828838128,0.05,0.032,6.28044294923231e-12,"A_3m","Dzip3"
"Nmd31",2.94511685885079e-16,0.12025335491085,0.051,0.034,6.43125168467247e-12,"A_3m","Nmd3"
"Ubfd11",2.94738526467089e-16,0.215761317836176,0.044,0.028,6.43620520246183e-12,"A_3m","Ubfd1"
"Dusp142",2.94882262081418e-16,0.263151076088614,0.019,0.009,6.43934395707192e-12,"A_3m","Dusp14"
"Arhgap221",2.96035944754754e-16,0.755300247371196,0.022,0.012,6.46453692560956e-12,"A_3m","Arhgap22"
"Ranbp31",2.99792401603035e-16,0.27359352424848,0.057,0.039,6.54656667380547e-12,"A_3m","Ranbp3"
"Slc44a21",3.3827569731242e-16,0.535599212249235,0.051,0.034,7.38692640221131e-12,"A_3m","Slc44a2"
"Agk1",3.42271474677519e-16,0.580888456501448,0.038,0.024,7.47418219253297e-12,"A_3m","Agk"
"Cd200r11",3.48440274855606e-16,1.03799305079322,0.013,0.005,7.60889028202187e-12,"A_3m","Cd200r1"
"Pde121",3.56921424531372e-16,0.584820387510711,0.034,0.021,7.79409314749158e-12,"A_3m","Pde12"
"Zfp2601",3.59175170143407e-16,0.375279574405782,0.063,0.043,7.84330819042159e-12,"A_3m","Zfp260"
"Ate11",3.66900130429527e-16,0.132843917425197,0.097,0.072,8.01199814818958e-12,"A_3m","Ate1"
"Nradd1",3.99210129237334e-16,0.5090234965562,0.032,0.019,8.71755159215566e-12,"A_3m","Nradd"
"Pmf11",4.22200480877305e-16,0.247289208219657,0.03,0.017,9.21959190091771e-12,"A_3m","Pmf1"
"Pdcd22",4.2541256512724e-16,0.153086777236819,0.05,0.033,9.28973418468354e-12,"A_3m","Pdcd2"
"Frrs11",4.2622458219125e-16,0.689938538065466,0.029,0.017,9.30746620131033e-12,"A_3m","Frrs1"
"Vps37c1",4.42828221457368e-16,0.763215789577955,0.03,0.017,9.67003987196455e-12,"A_3m","Vps37c"
"Man1b11",4.45926001637535e-16,0.35000863637178,0.044,0.028,9.73768609775885e-12,"A_3m","Man1b1"
"Dph72",4.48011663620443e-16,0.233063706529955,0.026,0.015,9.78323069847961e-12,"A_3m","Dph7"
"Apobec11",4.49980880675363e-16,0.825524472759535,0.029,0.017,9.82623249130791e-12,"A_3m","Apobec1"
"Prpf33",4.54956936802108e-16,0.750705838161191,0.026,0.014,9.93489462894764e-12,"A_3m","Prpf3"
"Islr22",4.57789945088599e-16,0.571584815776306,0.02,0.01,9.99675903089973e-12,"A_3m","Islr2"
"Prc11",4.8198049844905e-16,0.560391385702471,0.014,0.006,1.05250081446319e-11,"A_3m","Prc1"
"Zdhhc161",4.87548902415275e-16,0.366499196307419,0.044,0.028,1.06466053820424e-11,"A_3m","Zdhhc16"
"Clcf11",4.87812262354533e-16,1.35389645603835,0.011,0.005,1.06523563730359e-11,"A_3m","Clcf1"
"Mtmr141",4.94183287587169e-16,0.293203577762572,0.037,0.023,1.0791480451041e-11,"A_3m","Mtmr14"
"Snx141",5.03217627096486e-16,0.145207136589849,0.067,0.047,1.0988763322906e-11,"A_3m","Snx14"
"Mgrn11",5.29047828319951e-16,0.22917892678491,0.063,0.043,1.15528174270228e-11,"A_3m","Mgrn1"
"Dusp222",5.38629867650797e-16,0.349551032347301,0.061,0.042,1.17620604198905e-11,"A_3m","Dusp22"
"Cpsf61",5.44809847565758e-16,0.277989714338489,0.09,0.066,1.18970126412935e-11,"A_3m","Cpsf6"
"Gm56071",5.9245655896605e-16,0.339596690226627,0.017,0.008,1.29374738781416e-11,"A_3m","Gm5607"
"Scarb11",6.06746944600255e-16,0.643053339377627,0.049,0.032,1.32495330292358e-11,"A_3m","Scarb1"
"Agpat21",6.27143038458366e-16,0.536345981724899,0.028,0.016,1.36949225308153e-11,"A_3m","Agpat2"
"Abt12",6.32327762421713e-16,0.163727149518094,0.055,0.037,1.38081413480029e-11,"A_3m","Abt1"
"Rhoh3",6.60132444264222e-16,0.321079574630233,0.053,0.035,1.44153121853978e-11,"A_3m","Rhoh"
"Senp31",6.64417433411021e-16,0.557948779449892,0.039,0.024,1.45088834933965e-11,"A_3m","Senp3"
"Sp81",7.14297500480599e-16,0.503699633478432,0.019,0.01,1.55981145179948e-11,"A_3m","Sp8"
"Mapk1ip1l1",7.21727788786142e-16,0.119662461781981,0.05,0.033,1.5760369723723e-11,"A_3m","Mapk1ip1l"
"Rbm382",7.3224806534674e-16,0.864578176614159,0.019,0.01,1.59901010029768e-11,"A_3m","Rbm38"
"Tlcd12",7.35693294744095e-16,0.200172726875752,0.12,0.092,1.60653344773268e-11,"A_3m","Tlcd1"
"Ptdss11",7.42420015691263e-16,0.216808094271649,0.063,0.044,1.62122258826501e-11,"A_3m","Ptdss1"
"Ogfrl11",7.51195019586964e-16,0.149554993369269,0.082,0.059,1.64038456427205e-11,"A_3m","Ogfrl1"
"Orc51",9.02834558441893e-16,0.650504144469703,0.023,0.013,1.97151982526956e-11,"A_3m","Orc5"
"Hmbs1",9.1342696628498e-16,0.103617255617023,0.055,0.038,1.99465046627651e-11,"A_3m","Hmbs"
"Zscan291",9.73177347471291e-16,0.548691350569084,0.028,0.016,2.12512737367306e-11,"A_3m","Zscan29"
"2310061I04Rik",9.96813978708562e-16,0.153634283418877,0.045,0.029,2.17674268530589e-11,"A_3m","2310061I04Rik"
"Htatip22",1.00638909595346e-15,0.475398669048415,0.03,0.017,2.19765186883357e-11,"A_3m","Htatip2"
"Btbd21",1.04859543033866e-15,0.435505601304548,0.044,0.029,2.28981784123053e-11,"A_3m","Btbd2"
"LOC106740",1.05392346620222e-15,0.47156635065874,0.011,0.004,2.3014526731458e-11,"A_3m","LOC106740"
"Ccnl23",1.07370881073816e-15,0.278731424136635,0.114,0.089,2.34465793000892e-11,"A_3m","Ccnl2"
"Rmdn21",1.15015827061012e-15,0.416319341615475,0.016,0.008,2.51160061553132e-11,"A_3m","Rmdn2"
"Thoc13",1.15133923806772e-15,0.508472447991267,0.063,0.044,2.51417949416848e-11,"A_3m","Thoc1"
"Fbxo52",1.15700845208725e-15,0.672717032332859,0.018,0.009,2.52655935682294e-11,"A_3m","Fbxo5"
"Col18a11",1.17337479835258e-15,1.10818348683212,0.013,0.006,2.56229854716253e-11,"A_3m","Col18a1"
"Mrc2",1.18892666681042e-15,1.03168315490288,0.012,0.005,2.5962591623139e-11,"A_3m","Mrc2"
"Desi21",1.19743796053855e-15,0.151957521143998,0.086,0.064,2.61484527442802e-11,"A_3m","Desi2"
"Det11",1.27458261950488e-15,0.834412038900939,0.016,0.007,2.78330606621281e-11,"A_3m","Det1"
"Tango21",1.32447206683478e-15,0.289668286767164,0.05,0.033,2.8922496523471e-11,"A_3m","Tango2"
"H2-Oa1",1.3358568456786e-15,0.58303860419673,0.029,0.017,2.91711059390835e-11,"A_3m","H2-Oa"
"Phldb21",1.43899590830964e-15,0.354359286808413,0.031,0.018,3.14233536497575e-11,"A_3m","Phldb2"
"Msh22",1.4712169626812e-15,0.387396742775555,0.036,0.022,3.21269648140693e-11,"A_3m","Msh2"
"Acp62",1.51781864272041e-15,0.733428971274379,0.028,0.016,3.31446057010857e-11,"A_3m","Acp6"
"Dnase1l11",1.62039742836074e-15,0.838416573408842,0.02,0.01,3.53846186431135e-11,"A_3m","Dnase1l1"
"Nrbp11",1.63739078269802e-15,0.212472714636834,0.082,0.06,3.57557025217766e-11,"A_3m","Nrbp1"
"Gtf2ird1",1.70434090934631e-15,0.453827253742536,0.039,0.024,3.72176924373954e-11,"A_3m","Gtf2ird1"
"Nfil32",1.71792235107471e-15,0.334331873192823,0.022,0.011,3.75142703804185e-11,"A_3m","Nfil3"
"Zfp9481",1.71944874879075e-15,0.745009257004174,0.018,0.009,3.75476023273436e-11,"A_3m","Zfp948"
"Parp121",1.72111586041765e-15,0.5425105343938,0.046,0.03,3.75840070439402e-11,"A_3m","Parp12"
"Farsa2",1.72982328969738e-15,0.168010316099426,0.062,0.043,3.77741511771218e-11,"A_3m","Farsa"
"Zfp9431",1.79524800706731e-15,0.349384981262171,0.03,0.018,3.92028307303289e-11,"A_3m","Zfp943"
"Ccl241",1.83674725756593e-15,1.32654365078583,0.013,0.006,4.01090498634671e-11,"A_3m","Ccl24"
"Tsen151",1.882769964344e-15,0.150348586004549,0.056,0.038,4.11140477113799e-11,"A_3m","Tsen15"
"Nop91",1.88679838516139e-15,0.346221440546623,0.034,0.021,4.12020163367692e-11,"A_3m","Nop9"
"Net11",1.91513844191937e-15,0.965887457256907,0.027,0.015,4.18208781561934e-11,"A_3m","Net1"
"Plbd2",1.92443298022163e-15,0.330768647889596,0.081,0.059,4.20238429890997e-11,"A_3m","Plbd2"
"Tshz12",2.04591638321928e-15,0.113942382709241,0.074,0.053,4.46766760603594e-11,"A_3m","Tshz1"
"Cryl12",2.07669042274975e-15,0.554763587199604,0.034,0.021,4.53486887615863e-11,"A_3m","Cryl1"
"Sox112",2.09910791423467e-15,0.701753880628721,0.072,0.051,4.58382195231425e-11,"A_3m","Sox11"
"Xrcc61",2.10664502664717e-15,0.10603655066916,0.045,0.029,4.60028074468944e-11,"A_3m","Xrcc6"
"Fastkd22",2.12762737114643e-15,0.359143392648615,0.029,0.017,4.64609989037246e-11,"A_3m","Fastkd2"
"Mfn22",2.14776578176956e-15,0.104179196064709,0.045,0.029,4.69007613765018e-11,"A_3m","Mfn2"
"Brox2",2.31875327888652e-15,0.153159121459634,0.061,0.042,5.06346153510449e-11,"A_3m","Brox"
"Pias22",2.38144991138515e-15,0.122532637327858,0.047,0.031,5.20037217149176e-11,"A_3m","Pias2"
"Nudt221",2.38480679871007e-15,0.294220733303879,0.046,0.03,5.20770260634319e-11,"A_3m","Nudt22"
"Usp211",2.57973424037198e-15,0.837880739049935,0.033,0.02,5.63336566070029e-11,"A_3m","Usp21"
"Myl22",2.61994616856912e-15,0.579287709821652,0.015,0.007,5.72117644830439e-11,"A_3m","Myl2"
"Luc7l1",2.63480939931848e-15,0.137451356626873,0.074,0.053,5.75363328529176e-11,"A_3m","Luc7l"
"Cd59b2",2.67169959524187e-15,0.395061815819767,0.015,0.007,5.83419040612966e-11,"A_3m","Cd59b"
"Csgalnact22",2.89627106255587e-15,0.389202481377825,0.034,0.021,6.32458711930325e-11,"A_3m","Csgalnact2"
"Atxn71",2.91760107543426e-15,0.603130472684251,0.045,0.03,6.37116546842579e-11,"A_3m","Atxn7"
"C920006O11Rik1",3.07418096630997e-15,0.27204161312399,0.013,0.005,6.71308897613108e-11,"A_3m","C920006O11Rik"
"Pelo1",3.09991677167996e-15,0.158756901703726,0.053,0.036,6.76928825431752e-11,"A_3m","Pelo"
"Cenpa2",3.19552030232155e-15,0.346429572411964,0.023,0.012,6.97805768417956e-11,"A_3m","Cenpa"
"Iigp11",3.22846815090492e-15,0.854377077715808,0.024,0.013,7.05000590113107e-11,"A_3m","Iigp1"
"Nup621",3.28567396533146e-15,0.332319889990095,0.031,0.018,7.17492623809431e-11,"A_3m","Nup62"
"Tlr131",3.29768213700992e-15,1.09206813167135,0.021,0.011,7.20114848258856e-11,"A_3m","Tlr13"
"Kcnk121",3.31950974500194e-15,0.749348970828039,0.024,0.014,7.24881343016075e-11,"A_3m","Kcnk12"
"Sec24d",3.38128141849207e-15,0.863217463651958,0.02,0.01,7.38370423356114e-11,"A_3m","Sec24d"
"Tnrc6a1",3.85717944953969e-15,0.162748895011699,0.123,0.097,8.42292276395982e-11,"A_3m","Tnrc6a"
"Fam161a1",3.90689311980433e-15,0.340796328953851,0.022,0.012,8.53148250571671e-11,"A_3m","Fam161a"
